state,year,state_abbr,sfip,pop_wm65o,pop_wmU20,pop_wmWA,pop_wf65o,pop_wfU20,pop_wfWA,pop_bm65o,pop_bmU20,pop_bmWA,pop_bf65o,pop_bfU20,pop_bfWA,pop_nm65o,pop_nmU20,pop_nmWA,pop_nf65o,pop_nfU20,pop_nfWA,population,m_gdp,rpcgdp,rpcpi,pov,lab,state_area,density,refundable_eitc,eitc,ca_model,nc_model
Florida,2008,FL,12,0.06849571483818073,0.09161143512237749,0.23319252314354408,0.08501635828848286,0.08670230235859991,0.23558040416563553,0.005405157414961323,0.028997039774538175,0.0458340811035388,0.0077523957208023506,0.028089352444945447,0.05050826334429103,0.0011109009108448314,0.0045237556136739805,0.009946724577589671,0.001429403790783387,0.0044520776227303435,0.011352109764480048,18527305,816070.2,44046.89187121386,39401,9.5,61.8,58560,316.38157445355193,0,0,1,0
Georgia,2008,GA,13,0.0341302849505247,0.08929774010996289,0.19981087536111855,0.04514046155207403,0.0843264849298405,0.19600723546932863,0.00794174085779218,0.05314080411428153,0.08520456361036158,0.013016522208730855,0.05207913481579864,0.1003139136543339,9.323667944857164e-4,0.00612687658281152,0.012413776850390901,0.0011378409932704832,0.005806618794229426,0.013172758350663972,9504843,445764.6,46898.68101977066,35438,11.1,66.8,58876,161.43832801141383,0,0,1,0
Hawaii,2008,HI,15,0.016930475832318104,0.020797725288673807,0.09478739510874012,0.017606794108749876,0.019340751066083278,0.0771077898203966,5.021719499809715e-4,0.0045750942229208095,0.009439931902781312,3.377838228571557e-4,0.004241063553650956,0.00572506048207006,0.04329337726024292,0.10417403223058175,0.206095421678065,0.05979148979930386,0.0984579793171212,0.21679566255546223,1332213,70460.8,52890.04085682995,41969,6,67.5,6450,206.5446511627907,0,1,1,0
Iowa,2008,IA,19,0.06156260379602577,0.12743384070322408,0.2765633297466731,0.08406939425219459,0.12120690786791279,0.27320406771031186,6.308146492199842e-4,0.007855515269161948,0.00886554797340435,8.429646100716868e-4,0.007237959992495195,0.00759032781809732,4.3126109229385155e-4,0.0037971528149316446,0.007167685317963069,5.668381766506427e-4,0.0038389198384743235,0.007134868370893821,3016734,149881.4,49683.33303499745,38703,7.3,70.2,56290,53.59271629063777,1,1,0,1
Idaho,2008,ID,16,0.05378343500703895,0.14825460138693364,0.27779602690442673,0.06333294228061943,0.14073726471661713,0.2727038688148496,1.2969915011210178e-4,0.002377600500547474,0.0026969602169039054,1.0037019656916419e-4,0.0022824443401637208,0.0016965170238281454,8.857343969967151e-4,0.005962250378017624,0.009657046769904584,0.0011549090150685646,0.0059426977423223315,0.010505631159080243,1534320,60309.5,39306.98941550654,32841,9.4,66.6,83557,18.36255490264131,0,0,1,0
Illinois,2008,IL,17,0.0441725363962985,0.10737553304540239,0.2406665768157277,0.061004368230486175,0.1018933182751946,0.23743751293437737,0.005392703779497637,0.026473758060500015,0.0401327743747214,0.008549986279165403,0.025751472616618858,0.04708638979502532,0.001777354080218479,0.007514373142999966,0.017079026515807044,0.002231028102371704,0.007339822788635289,0.018121464766952134,12747038,706616.5,55433.7799887315,43460,9,67.7,56400,226.01131205673758,1,1,0,1
Indiana,2008,IN,18,0.05021848130511645,0.12251949708676028,0.2621142179234673,0.06850074539215659,0.11640802850700861,0.26194814286999485,0.002983436387028651,0.018323043528473856,0.02542582608720014,0.00452589541225058,0.01770979543973779,0.028184352959451226,4.4686174181757395e-4,0.0032758965796010025,0.006667594321135922,5.863212056519683e-4,0.0032993992347784508,0.006862464018368803,6424806,300962.6,46843.84244442556,35408,9.6,66.8,36291,177.03579399851202,1,1,0,1
Kansas,2008,KS,20,0.05301850804607852,0.12641253299412125,0.262849367324816,0.07102621154128307,0.11978130221546711,0.26017956778947576,0.0018820715678635478,0.013251421970060639,0.019057176515165544,0.0027805515235342633,0.01237181614742621,0.017779433320180792,9.234080559073187e-4,0.006535435650602049,0.011965844229287242,0.001179455256909001,0.006433586555349642,0.012572309296472033,2808076,139536.8,49691.247672783786,41257,7.7,70.5,82264,34.134931440241175,1,1,0,1
Kentucky,2008,KY,21,0.052620610656060614,0.11963323898721595,0.2709107345243851,0.07077940211819543,0.11369087885482991,0.2750271686047948,0.0025077636240471175,0.01455286141004476,0.02340066547347034,0.00396328287191384,0.013874054227183151,0.02376337975112579,3.503596139563876e-4,0.0023023964784080106,0.00472507609773518,4.727407166357645e-4,0.002383517666469769,0.005041868323528082,4289878,173810.1,40516.3270377386,33002,13.1,61.1,40395,106.19824235672732,0,0,1,0
Louisiana,2008,LA,22,0.039650003404285254,0.08320659322127899,0.19853814129632477,0.052536913950039524,0.07929752686567232,0.19688717567419503,0.010759119539109376,0.056338666412960994,0.08776991360329842,0.016739389113411395,0.05482747939054727,0.09922161355906525,7.099400169447734e-4,0.003595691753017527,0.007745312569748394,8.655000714674453e-4,0.0034969449357987875,0.007814074622834503,4435586,232150.7,52338.22543402382,38522,13.4,62.2,48523,91.412031407786,1,1,0,1
Massachusetts,2008,MA,25,0.052012013664623734,0.10624493833404931,0.25770343240273136,0.07408292545007572,0.10161019525992326,0.26817728394657137,0.0022052980019839335,0.01399234220857828,0.022319946909607053,0.003421257211545522,0.013438776237380714,0.0245485871237247,0.0017591680402759822,0.008475387183146861,0.018863444503581482,0.0021165666790385544,0.008606474573142823,0.02042196227001931,6468967,414919.9,64140.05512781253,51810,7.1,68.9,8257,783.4524645755117,1,1,0,1
Maryland,2008,MD,24,0.03796962690183669,0.07970603161145232,0.1922569444139058,0.050906557911966036,0.07562702672751723,0.19320646653057671,0.00998510984676247,0.04820258348116479,0.0847303369501835,0.015363682977819565,0.04683511683888995,0.10126447568278785,0.002307841824883706,0.008823625123461623,0.019605221843933957,0.0027745113646258156,0.008588267473942231,0.021846572494289763,5684965,314757.6,55366.67332164754,49186,5.4,70.6,10577,537.4836910277016,1,1,0,1
Maine,2008,ME,23,0.06551177030745377,0.11681394113080032,0.2907503819966644,0.08584985144782936,0.1100511157759925,0.2985601750908863,2.3750309092234625e-4,0.0036595017395598226,0.0037820112453204,2.254776179642528e-4,0.00339869929478117,0.0026050180795470002,4.1713359323386766e-4,0.0029492472429724264,0.005237093473249711,5.854902146471764e-4,0.003222826752769053,0.006142761905406127,1330509,54653.9,41077.43728152158,37163,8.6,66,33215,40.0574740328165,1,1,0,1
Michigan,2008,MI,26,0.05062778925149361,0.10829335684755304,0.24386338281245523,0.0669774237955204,0.10279093292385187,0.24364693322706224,0.005159502634441784,0.026388552239800807,0.03948490829645329,0.007952838319599224,0.02541287029542604,0.044962701403423726,9.461249642978824e-4,0.005583956953777206,0.010357610304086032,0.00114377470181883,0.00542983841480487,0.010977502614133926,9946889,420974,42322.1773159427,35969,10.5,63.9,58216,170.86177339563008,1,1,0,1
Minnesota,2008,MN,27,0.0524130086841707,0.11649207225894784,0.27118736775822,0.06883414541364256,0.11117000170382492,0.26756473867633007,8.10174464810298e-4,0.012443448831317141,0.015371397620515119,0.0010665105398914203,0.011836818551032224,0.01460715400633274,0.0010539319666904134,0.010904670043060649,0.015671758701799765,0.0013840242209956206,0.010642425850263901,0.016546350708154613,5247018,288420.6,54968.47923906493,43161,6.2,72.2,84068,62.413974401674835,1,1,0,1
Missouri,2008,MO,29,0.05394185197764452,0.11301932708026245,0.2527571288991944,0.07167302844942433,0.10748008580810396,0.2548773480245162,0.0038150439675376895,0.0218468661608301,0.03204569409829579,0.006204004243139167,0.02106393811120887,0.03651891755386133,6.693207668711035e-4,0.0037186550248180426,0.007571680624775908,8.247922489110244e-4,0.0037421192332909516,0.008230197727314162,5923916,273436.2,46158.01439453226,37312,9.7,66.5,69686,85.00869615130729,0,0,1,0
Mississippi,2008,MS,28,0.039850994264887175,0.07968875835112622,0.18219550404606003,0.053841399332249136,0.0754293192971315,0.1794137741764553,0.011888842074410596,0.0658086047724986,0.09850003697665315,0.019181045156974375,0.06429459740566373,0.11457673944621864,3.5925023559895054e-4,0.002469633347649065,0.004633615644991563,5.027467886285597e-4,0.0024095886907075973,0.004955549992095816,2947806,101777.6,34526.55975325378,30785,17,60.9,47716,61.77814569536424,0,0,1,0
Montana,2008,MT,30,0.0639041800873604,0.1155656150304942,0.28071772760557756,0.07513813286358771,0.10860853223270843,0.27247840313801,1.1470532509230194e-4,0.0017881740858139213,0.0021507248454806613,1.0241546883241244e-4,0.0015280387949795937,0.0011419324774813988,0.0018670339968148788,0.015453470092122714,0.02021066861938827,0.002594183825525007,0.015124716437170671,0.02151134507355991,976415,40471.1,41448.66680663447,35792,9.7,66.2,147138,6.636049151137028,1,1,0,1
North Carolina,2008,NC,37,0.044344514911677374,0.0956877254497017,0.22301244681613272,0.05920511514698668,0.09048387289086604,0.22374739901362584,0.007585841009494762,0.03659056513441343,0.06090886796844797,0.012434892763255913,0.03551918056589601,0.0709160123225338,9.38401402703855e-4,0.006496410260156106,0.011904786201632342,0.0012448642234357801,0.006336465240853675,0.012642638678186002,9309449,450538,48395.77508830007,37835,10.9,66.3,52586,177.03284144068763,0,0,0,1
North Dakota,2008,ND,38,0.061365423248358725,0.11551335297132316,0.28536016752614557,0.08096336658206212,0.10920222820722997,0.26547328113095353,1.2622249528186397e-4,0.00344298469058,0.004454285405790115,1.231809893714576e-4,0.0029639475096909984,0.002567030988382968,0.0012546211880426236,0.01397724041127243,0.018541020029837173,0.0018325073110198322,0.013422165582623269,0.019416973732034205,657569,34256.4,52095.521534622225,41075,7.9,71,70665,9.305441166065238,0,0,1,0
Nebraska,2008,NE,31,0.0552884749200892,0.12757170261492848,0.2706356902611811,0.07431620739064941,0.12146163001328228,0.2661577908435752,0.00126142716065327,0.010810085627857834,0.01377104373355719,0.001747405056174146,0.01014374480204055,0.013424791441444952,5.79499414933828e-4,0.006436841243880742,0.009400582728134056,8.255500791036185e-4,0.00612565952154836,0.010041873146965728,1796378,93840.5,52238.72703851862,40535,6.8,72.2,77227,23.26100975047587,1,1,0,1
New Hampshire,2008,NH,33,0.056155986825806706,0.12336063518214826,0.29338341796450507,0.07223160316922334,0.11741264193643011,0.2967575191541037,2.826949645339409e-4,0.00311724393687695,0.00446688441271641,3.016932820429423e-4,0.0028915439248700134,0.0033391442853820865,5.927475062808438e-4,0.003976727820984173,0.008110761710942879,6.558219204107284e-4,0.0040990769857421425,0.008863855016999694,1315906,65854.1,50044.68404278118,45886,5,71.1,9304,141.43443680137574,0,0,1,0
New Jersey,2008,NJ,34,0.04688747332423382,0.09864276456792434,0.22594795829224587,0.06628102797698107,0.09307733016189708,0.22816237692412775,0.00511440014969424,0.02424002047964147,0.041711772005569914,0.008211601533218002,0.023445975187950073,0.04785394250317698,0.00296311942592718,0.012712530808429255,0.028652327091098818,0.003465467582128069,0.012317517096023575,0.030312394889732513,8711090,534501.4,61358.727782631104,51779,6.2,68,7836,1111.6755997958142,1,1,0,1
New Mexico,2008,NM,35,0.05322873759985517,0.1175617781606257,0.24845797055895025,0.0647224645415291,0.11245997586864426,0.2527704805680915,8.827938261129916e-4,0.005169441706263907,0.008349986223442827,0.0010160832601401927,0.004855117369304239,0.006752999758288564,0.0035615135711521877,0.02221208736227173,0.03398731363103296,0.005090363273389561,0.02213300892939738,0.03678788379150747,2010662,86965.2,43252.02346291918,33649,12.6,63,121666,16.526079594956684,1,1,0,1
Nevada,2008,NV,32,0.0468708900637994,0.11073510625068303,0.253715476535915,0.05130933852873234,0.10473313913394106,0.23728628331756876,0.0031643446901037445,0.016540738535515503,0.026764846644031007,0.0037480733938039593,0.01567550864287787,0.026131374758349882,0.003825326062789462,0.014149674219842253,0.030343717850642327,0.005272023605400904,0.013686911890504704,0.03604722587549884,2653630,139954.2,52740.660906004225,38836,7.9,69.1,110540,24.006061154333274,0,0,1,0
New York,2008,NY,36,0.04526916836573978,0.09203341002671395,0.22015651737239358,0.06349569622509087,0.0874415925185125,0.22330603990040618,0.006365928818188386,0.028198714624215273,0.049251380720279306,0.010970134136035639,0.027365035854901482,0.05866226437917607,0.003174714544267057,0.011418177268098642,0.02786007979415,0.003933337761021039,0.01095722583018624,0.030140581860624027,19212436,1190080.9,61943.25904325719,48184,10.3,64.6,49576,387.5350169436824,1,1,0,1
Ohio,2008,OH,39,0.052533170606191316,0.11161488133577054,0.2518329599055733,0.07222334004985154,0.10628505797154435,0.25497996550876995,0.00466922920810939,0.023210588333474738,0.0337733212880049,0.0072075711541188655,0.022393073756679212,0.037964755169841824,6.082294556910833e-4,0.003042189362045978,0.0066534432048377685,7.588973748264388e-4,0.0031417951852438183,0.007107531129424958,11515391,537124.1,46644.01755876114,36827,9.8,66,41222,279.3506137499393,0,1,1,0
Oklahoma,2008,OK,40,0.051699983864707755,0.10391155461360337,0.23764505409683792,0.0675261980454492,0.09844490669876281,0.2359276811840688,0.0024382825071627614,0.015721007714414047,0.023426699983864707,0.003583833745437419,0.015022720235836921,0.023555618788457598,0.003587649524008879,0.023065836353249516,0.03297568585894266,0.004780352883202289,0.022132605936915368,0.03455432796507799,3668976,162387,44259.48820597355,39325,11.8,63.9,69919,52.474663539238264,0,1,1,0
Oregon,2008,OR,41,0.057115519530623965,0.1169688182919102,0.2770153377195822,0.07207831354073024,0.11112470242106928,0.27698057816548094,5.999339833812183e-4,0.004835292781581575,0.007223088410262506,7.203983922512198e-4,0.004469388773141638,0.005869588521174671,0.0018518086112417173,0.010205245880064148,0.019100772988801588,0.002438475589240777,0.010056390079676328,0.021346346319785776,3768748,173598.5,46062.64467669369,36992,9.6,65.3,96981,38.86068405151524,1,1,0,1
Pennsylvania,2008,PA,42,0.0586513863269027,0.10498026329091041,0.25206534739739866,0.08174284041313687,0.09998140701704727,0.25437507953554805,0.003955587746391712,0.020440863808580286,0.03125008672100258,0.006605781585176675,0.019682634827868226,0.03458635766635467,9.194210248182625e-4,0.004647928587087907,0.009835965489203582,0.0011037650988698717,0.0046861452940525844,0.010489138169649671,12612285,629807.9,49936.06630360795,41728,8.5,64,45333,278.214214810403,0,0,1,0
Rhode Island,2008,RI,44,0.05479415698343986,0.10839116097300197,0.261626744189353,0.08020735486060229,0.10363477639400077,0.2722731594128168,0.001799047016927914,0.014744033903221128,0.021788563634416204,0.002750703078569445,0.014102329566835355,0.022163918017294736,0.0010435989281547067,0.00642557414528679,0.012410391250072275,0.001302365964836119,0.006854956810549354,0.013687164870621221,1055003,50575.2,47938.441881207924,41638,7.7,66.7,1214,869.0304777594728,1,1,0,1
South Carolina,2008,SC,45,0.04544208031978832,0.08689762587558038,0.20879793225695054,0.05825838662696986,0.08250040406306387,0.2091216243070208,0.010388836731143061,0.04717557710362297,0.07813365257995371,0.01652640011163622,0.04613318271864228,0.09055075341201449,5.213075922345703e-4,0.003029810580534847,0.006243988733926901,6.754256351738884e-4,0.002977922700748687,0.006625088650994614,4528996,176567.6,38986.03575715236,33234,11.6,62.9,31055,145.83790049911448,0,1,1,0
South Dakota,2008,SD,46,0.05958274310369855,0.1170469163734289,0.2630993437814407,0.07774638228860602,0.11033081223940215,0.2539318053268329,1.7644320530981424e-4,0.003670268944494221,0.0047226713251009855,1.827000565619353e-4,0.003523858625194588,0.0024877240578433384,0.0019633999229155927,0.02303146945905767,0.025863320335767666,0.0028481186899655124,0.02281247966523343,0.026979542599146065,799124,39080.8,48904.55048277864,41168,8.2,70.6,77047,10.371902864485314,0,0,1,0
Tennessee,2008,TN,47,0.0500538543086088,0.10393457385787488,0.24232838210900484,0.06655108812274396,0.09855650604706494,0.2463175545838108,0.0049346841435596285,0.029654684156364932,0.04652647312622781,0.008127366680373678,0.029058757299623796,0.05371873244772915,5.019679351974762e-4,0.0030801559237898708,0.006274439123662586,6.045704372579298e-4,0.0030865585760245324,0.006689651121080396,6247411,274571.1,43949.58167471293,35059,11.6,64.3,42244,147.88871792443896,0,0,1,0
Texas,2008,TX,48,0.03908068928598946,0.12683866277066733,0.24481572471869414,0.05056686938549895,0.12062751637364191,0.2423688159782869,0.0034512676539784235,0.02138990356632362,0.035266758179951084,0.0052379281632647014,0.02057979338467473,0.0386021841505129,0.0013651712023663297,0.007856131211110402,0.016010546529626284,0.00165905365489767,0.007525102082398239,0.016757881708116887,24309039,1282088.7,52741.233415274044,39946,12.4,66.6,267339,90.92963989541369,0,0,1,0
Utah,2008,UT,49,0.03865748363987024,0.16542516059719967,0.2661867369825864,0.046915373433785365,0.15812708010314572,0.2615923446571554,2.035276371380109e-4,0.0036049175581640306,0.004192969734839538,2.1103788205085262e-4,0.003263952439121016,0.0028798034118291613,0.0010127565264967074,0.00914259664464788,0.013783176976292786,0.0013169214454667973,0.008891003440067682,0.014593156890142766,2663029,124225.5,46648.19647101102,33941,6.6,70,84916,31.360744735974375,0,0,1,0
Virginia,2008,VA,51,0.04175236701467646,0.09354852546040746,0.22725230216495929,0.05462120616388902,0.08887704800002451,0.22586454374904896,0.0071812125773728615,0.03227141495955318,0.05834610753614989,0.011023175348528933,0.03146755931195982,0.06428457996276503,0.0018415787791300335,0.008982579425584693,0.019602614209543224,0.0023491427071642085,0.008738244073910295,0.021995798555332128,7833496,431216.7,55047.79730531553,45514,7.3,68.5,40815,191.92688962391279,0,1,1,0
