"fips","year","state","b_h_f_18to64","b_h_f_65o","b_h_f_U18","b_h_m_18to64","b_h_m_65o","b_h_m_U18","b_n_f_18to64","b_n_f_65o","b_n_f_U18","b_n_m_18to64","b_n_m_65o","b_n_m_U18","o_h_f_18to64","o_h_f_65o","o_h_f_U18","o_h_m_18to64","o_h_m_65o","o_h_m_U18","o_n_f_18to64","o_n_f_65o","o_n_f_U18","o_n_m_18to64","o_n_m_65o","o_n_m_U18","w_h_f_18to64","w_h_f_65o","w_h_f_U18","w_h_m_18to64","w_h_m_65o","w_h_m_U18","w_n_f_18to64","w_n_f_65o","w_n_f_U18","w_n_m_18to64","w_n_m_65o","w_n_m_U18","pov_tot","pov_u18","pov_18to64","pov_65o"
40,2011,"OK",3441,80,3838,3480,88,4036,92938,9298,53676,92002,5998,56015,8611,201,10590,10261,188,10779,135546,12372,76299,126797,8885,79345,73838,3134,59846,87938,2682,63184,886232,179324,304979,869545,131596,321762,"17.2%","23.4%","16.4%","9.5%"
40,2012,"OK",3532,82,3933,3654,100,4172,94498,9483,53591,93714,6203,56135,8950,200,11240,10478,192,11560,138774,12806,76591,129951,9362,79485,76880,3319,61691,91153,2846,64794,888342,181550,302804,872796,134401,320058,"17.2%","24.1%","16.1%","9.9%"
40,2013,"OK",3667,89,4121,3799,93,4372,96228,9698,53787,96176,6423,56297,9301,201,12025,10971,206,12384,142026,13346,77217,133284,9824,79987,79958,3574,63444,93861,3027,66443,888881,184682,302642,873752,137925,320180,"16.8%","24.0%","15.5%","9.5%"
40,2014,"OK",3774,97,4249,3917,97,4502,97556,9932,53871,97839,6629,56458,9583,211,12911,11287,220,13209,145100,13974,77692,136379,10283,80351,82671,3803,65181,96504,3222,68259,887352,187819,301553,872636,141063,319003,"16.6%","22.4%","16.2%","8.5%"
40,2015,"OK",3904,87,4434,4068,104,4716,99093,10202,54222,99609,6882,57001,10057,232,13751,11677,222,13967,148749,14541,78496,139877,10685,80897,85524,4090,67029,99450,3490,70004,886888,190188,301461,872449,143871,318601,"16.1%","22.2%","25.0%","21.1%"
40,2016,"OK",4032,96,4625,4217,112,4892,100056,10532,54231,100644,7090,57039,10392,260,14529,11980,227,14714,150994,15162,78762,142144,11090,81160,88580,4441,68630,102787,3812,71746,884420,192296,300066,869330,146192,316863,"16.3%","22.9%","25.3%","22.0%"
40,2017,"OK",4125,110,4814,4370,114,5064,100369,11101,54064,101369,7526,56897,10786,262,15235,12342,254,15343,152507,16135,78533,143510,11821,81063,91385,4797,69640,105442,4168,72601,875373,198587,297089,860736,152202,313868,"15.8%","21.5%","23.2%","20.8%"
40,2018,"OK",4264,117,5048,4502,123,5279,100938,11565,53778,102229,7915,56669,11112,275,16135,12643,270,16390,154432,16951,78289,145200,12452,80973,94028,5236,70601,108062,4496,73417,869845,203224,294337,855074,156681,310938,"15.6%","21.7%","14.9%","8.7%"
40,2019,"OK",4483,133,5215,4739,125,5461,101672,12140,53774,103325,8372,56875,11616,338,16462,13009,311,16710,156255,17910,77790,147089,13109,80605,96662,5640,71512,110799,4828,73975,867170,207800,292588,852250,160975,308959,"15.2%","19.9%","14.7%","9.7%"
41,2010,"OR",2842,59,2677,3401,49,2937,21702,1889,15054,26834,1439,16074,9213,217,8016,11005,216,8527,79856,6466,32427,68845,4639,32549,102797,4058,85568,117127,3270,90442,1039877,195831,329942,1018061,147304,346404,"15.8%","21.6%","15.5%","7.9%"
41,2011,"OR",3037,60,2691,3501,49,2903,22431,1961,15174,27789,1472,16269,9555,240,8267,11216,224,8749,83838,6844,32895,72221,4966,33046,106543,4298,86609,120295,3507,91169,1047854,198362,326030,1025202,150935,342470,"17.5%","23.6%","17.6%","7.4%"
41,2012,"OR",3174,73,2651,3587,57,2871,23134,2047,15380,28644,1505,16352,9888,264,8505,11569,229,8897,86763,7243,32988,74894,5285,33193,109601,4591,87115,123261,3738,91151,1052265,201990,322283,1030099,155516,339299,"17.2%","23.0%","17.5%","7.5%"
41,2013,"OR",3287,77,2717,3682,68,2899,23729,2126,15570,29450,1576,16418,10217,301,8668,11897,223,9148,88965,7669,32783,76859,5598,33339,112879,4956,87789,126192,4061,91558,1053782,207561,318926,1031632,161848,335660,"16.7%","21.6%","16.8%","9.0%"
41,2014,"OR",3445,84,2750,3825,70,2910,24697,2182,15995,30597,1634,16861,10579,304,8945,12183,251,9395,92594,8128,33312,80162,5995,33916,116728,5336,88800,130079,4377,92294,1057887,213047,317578,1035851,168012,334644,"16.6%","21.6%","16.8%","8.8%"
41,2015,"OR",3590,94,2715,4049,84,2967,25712,2260,16336,31765,1706,17274,10948,359,9162,12627,271,9719,95964,8710,33684,83477,6411,34350,121320,5739,89616,134487,4769,93039,1066618,218293,317159,1044834,173852,334582,"15.4%","20.3%","22.8%","19.3%"
41,2016,"OR",3804,105,2779,4267,91,3053,26958,2343,16723,33252,1808,17741,11416,405,9493,13240,308,10085,101601,9335,34701,88748,6845,35333,126770,6205,90746,140150,5178,94119,1080108,223614,318072,1058674,179462,335739,"13.3%","17.0%","17.5%","16.7%"
41,2017,"OR",3944,111,2827,4470,101,3158,27946,2471,16998,34433,1981,17996,11897,483,9854,13729,353,10328,104909,10133,35074,92151,7443,35610,132397,6803,91678,146033,5769,95357,1081732,234986,317242,1061133,190768,334996,"13.2%","16.5%","18.3%","15.8%"
41,2018,"OR",4138,123,2889,4705,112,3233,28860,2617,17131,35763,2078,18208,12380,546,10194,14206,366,10691,107082,10975,35097,94785,7973,35564,137177,7324,92071,151095,6375,95664,1081049,244798,314936,1060338,200555,332440,"12.6%","15.7%","12.8%","7.9%"
41,2019,"OR",4282,132,2950,4896,125,3351,29788,2751,17222,37134,2195,18215,12879,609,10458,14632,401,10950,108939,11810,35246,96540,8598,35692,142254,7979,92049,155947,6988,95929,1079479,254938,312241,1059050,209992,329475,"11.4%","13.1%","11.8%","8.1%"
42,2010,"PA",30236,1125,24870,28084,805,26327,448072,58998,223760,402612,32610,233000,10894,382,7767,11571,253,8120,138786,9489,55755,127788,7690,54426,160897,9546,109376,173132,7001,115958,3331543,764599,1129223,3267289,515391,1184031,"13.4%","19.1%","12.7%","7.9%"
42,2011,"PA",31912,1197,26399,29881,890,27968,455030,59734,221918,410208,33197,231288,11360,407,8228,12105,255,8577,144482,10243,57569,132641,8395,56094,168317,10143,112254,180893,7510,118592,3335059,762625,1111904,3275819,518710,1165248,"13.8%","19.6%","13.1%","8.0%"
42,2012,"PA",33371,1279,28073,31578,983,29667,460503,60802,219610,418162,33967,229349,11883,454,8588,12612,299,8972,149410,11071,59141,137128,9140,57756,175777,10856,114533,188940,8043,120894,3329486,764972,1093635,3276476,526189,1145524,"13.7%","19.7%","13.0%","8.3%"
42,2013,"PA",34818,1390,29656,33108,1043,31189,465175,62214,217440,425628,34826,227091,12443,483,9002,12994,345,9458,154665,11958,60990,141681,9925,59595,182044,11642,116028,195499,8634,122455,3314912,771930,1076004,3268499,537566,1127208,"13.7%","19.4%","13.1%","8.5%"
42,2014,"PA",36422,1509,31087,34642,1122,32721,469516,63427,215656,431158,35634,225149,12926,532,9492,13431,384,10051,160379,12886,62731,146360,10688,61698,189376,12347,118558,202639,9195,125091,3302942,776825,1060158,3259647,545983,1110030,"13.6%","19.4%","13.1%","8.1%"
42,2015,"PA",37885,1618,32522,36167,1260,34166,472213,64494,214236,435910,36424,223820,13404,563,10078,13907,410,10563,165004,13856,63903,150294,11462,63371,196460,13262,120795,209820,9791,127648,3288663,776528,1045527,3248088,551435,1094291,"13.2%","19.4%","21.2%","18.7%"
42,2016,"PA",39449,1805,33889,38137,1374,35542,474874,65733,213323,440292,37246,222927,13919,600,10742,14480,454,11238,170182,14864,65007,155047,12254,65163,203693,14281,123757,217507,10579,130852,3270472,779395,1031030,3231559,558108,1078694,"12.9%","18.5%","20.2%","17.9%"
42,2017,"PA",41467,2028,35801,40149,1552,37524,477249,67711,212945,443029,38750,222261,14432,665,11512,15025,515,11760,174713,16013,66258,159576,13246,66926,212326,15450,126994,225618,11457,134186,3233708,801405,1017830,3196525,583187,1064886,"12.5%","17.0%","19.5%","16.0%"
42,2018,"PA",43750,2214,37946,42607,1719,39573,479360,69836,212708,446975,40290,221651,15057,760,12216,15612,589,12678,178678,17230,67113,163904,14311,68455,222093,16677,130719,235205,12285,138462,3203293,817923,1004923,3168974,602062,1051259,"12.2%","16.8%","11.9%","8.3%"
42,2019,"PA",45498,2422,39190,44262,1866,40790,480901,72224,211726,449191,41923,220603,15601,828,12789,16109,637,13198,181782,18606,67770,167328,15319,69457,228097,17808,132506,240568,13191,140027,3173603,833589,991549,3141585,619636,1036704,"12.0%","16.9%","11.5%","8.3%"
44,2010,"RI",6178,306,4246,5372,205,4472,19383,1915,10902,19426,1113,11482,2251,98,1621,2146,59,1674,13617,866,5858,12155,675,5404,30767,1644,19658,29639,1030,20717,277571,61877,85960,265063,39449,89195,"14.0%","19.0%","13.6%","8.2%"
44,2011,"RI",6546,332,4357,5733,232,4613,19709,1961,11010,20019,1164,11357,2286,104,1747,2202,66,1780,14273,912,5935,12620,723,5558,31787,1779,19735,30979,1126,20932,276685,61253,83680,264334,39471,86829,"14.7%","21.9%","13.4%","10.2%"
44,2012,"RI",6839,366,4486,6063,264,4725,20058,2010,10844,20316,1218,11153,2344,120,1908,2358,72,1915,14743,976,5942,13078,754,5570,32791,1926,19960,32496,1226,21201,275570,61445,81857,263506,39992,84801,"13.7%","19.5%","12.8%","9.7%"
44,2013,"RI",7157,408,4660,6416,307,4878,20620,2072,10778,20828,1285,11047,2412,130,1974,2426,81,1980,14993,1028,5964,13476,806,5552,33861,2031,19955,33774,1327,21262,273937,62118,80037,262239,40973,82768,"14.3%","21.5%","13.4%","8.5%"
44,2014,"RI",7456,441,4758,6701,319,4995,21048,2132,10785,21397,1349,10987,2505,138,2057,2532,88,2055,15303,1101,6019,13891,871,5630,34939,2166,20170,35112,1411,21518,272533,62247,78273,261045,41711,80828,"14.3%","19.8%","13.7%","9.7%"
44,2015,"RI",7727,483,4917,7009,358,5123,21476,2226,10767,21882,1396,10933,2586,144,2219,2578,99,2214,15660,1157,6079,14291,937,5749,36021,2321,20415,36586,1512,21796,270815,62056,76554,259509,42208,79083,"13.9%","19.4%","19.5%","19.4%"
44,2016,"RI",7947,525,5007,7304,403,5322,21913,2300,10849,22379,1469,10901,2653,156,2293,2643,118,2338,15948,1225,6104,14645,960,5836,37083,2459,20767,37935,1621,22229,269050,62316,75067,257707,42916,77428,"12.8%","17.0%","18.4%","16.5%"
44,2017,"RI",8154,567,5124,7632,440,5439,22202,2408,10825,22757,1567,10870,2755,174,2420,2733,130,2506,15924,1286,5943,14577,1031,5834,38127,2630,21090,39078,1776,22285,265638,64025,73592,254522,44783,75710,"11.6%","16.6%","17.3%","16.4%"
44,2018,"RI",8454,625,5360,7968,479,5681,22803,2472,10962,23377,1651,10900,2842,191,2552,2838,140,2630,16205,1351,5954,14926,1090,5923,39461,2849,21501,40547,1979,22813,262931,65315,72077,252197,46207,74087,"12.9%","18.0%","11.8%","11.2%"
44,2019,"RI",8698,669,5529,8222,507,5815,23268,2535,10914,23771,1740,10908,2902,204,2645,2916,152,2697,16223,1442,5858,14795,1184,5892,40414,3039,21650,41683,2129,22922,260167,66551,70489,249390,47704,72534,"10.8%","14.0%","10.4%","8.9%"
45,2010,"SC",5896,208,4802,6667,173,5078,439984,52117,203238,376142,30313,207789,2997,50,2342,4744,61,2594,30729,2074,11986,26997,1452,11845,50548,1982,36314,71068,1596,39576,1005321,189859,340483,972547,139984,356290,"18.2%","26.1%","17.0%","9.8%"
45,2011,"SC",6064,211,5068,6756,178,5313,445402,53462,200689,380843,31439,205129,3019,54,2555,4689,61,2664,31820,2313,12240,28120,1610,12044,51814,2107,37039,70493,1766,40048,1015298,194813,337332,980032,145844,354326,"18.9%","27.8%","17.5%","10.1%"
45,2012,"SC",6323,234,5304,6824,191,5540,451313,54979,198678,386183,32766,202920,3091,55,2728,4626,70,2755,33151,2559,12540,29538,1820,12262,53171,2319,37870,70440,1956,40554,1023839,200759,336709,988675,152652,353633,"18.3%","26.9%","17.0%","10.1%"
45,2013,"SC",6563,236,5527,6994,217,5863,457193,56800,196244,391958,34178,200779,3099,60,2870,4611,89,2852,34277,2849,12792,30593,2040,12448,54534,2537,38973,70653,2137,41170,1030976,208399,336479,994972,160948,353559,"18.6%","27.5%","17.4%","10.2%"
45,2014,"SC",6755,270,5876,7107,269,6168,462930,58546,194712,396777,35903,199133,3108,70,3019,4621,93,2994,35690,3117,13280,31949,2327,12870,56490,2766,40278,71870,2305,42400,1041516,215925,337996,1004106,168819,354803,"18.0%","27.1%","16.9%","9.3%"
45,2015,"SC",6909,318,6126,7241,271,6497,467717,60666,194231,400850,37803,198992,3213,84,3143,4666,107,3183,37306,3384,13814,33521,2578,13302,58811,2991,41780,73648,2517,43644,1054278,222987,340447,1015612,176365,357004,"16.6%","24.0%","25.6%","23.4%"
45,2016,"SC",7102,359,6428,7430,289,6923,471827,62980,193981,404328,39483,198616,3273,104,3305,4728,107,3304,39105,3686,14253,34963,2878,13919,60904,3298,42997,75440,2765,44915,1067011,230542,342670,1026112,183949,359057,"15.3%","23.0%","25.8%","22.0%"
45,2017,"SC",7392,395,6852,7705,290,7279,474649,66219,193568,405636,42082,197981,3338,109,3540,4741,113,3484,40714,4050,14596,36380,3166,14539,63687,3668,44665,77763,3076,46688,1071667,245071,344194,1028785,198293,360727,"15.4%","22.6%","24.3%","22.0%"
45,2018,"SC",7655,400,7233,7978,318,7653,477300,69603,193583,407634,44602,197348,3495,115,3746,4823,134,3741,42403,4466,14967,37613,3468,15166,66730,4136,46276,80425,3430,48491,1079384,257244,344932,1033585,210118,361507,"15.3%","22.6%","14.3%","9.5%"
45,2019,"SC",8023,439,7535,8261,342,8011,479762,73250,193262,409040,47251,197153,3638,121,3890,4984,147,3897,44317,4877,15361,39216,3773,15797,70012,4550,48041,83371,3822,50205,1087779,269431,345416,1039563,221038,362127,"13.8%","19.7%","12.9%","10.1%"
46,2010,"SD",146,5,140,223,6,177,2363,104,2993,4322,85,3215,860,20,1195,1065,23,1195,22999,1552,17244,21651,1002,17515,4138,206,3624,5326,165,3941,217239,47447,85473,223736,34064,90734,"14.4%","18.2%","13.7%","11.1%"
46,2011,"SD",149,9,146,240,8,175,2623,102,3061,4799,86,3382,921,18,1374,1169,26,1381,23440,1583,17387,22151,1006,17707,4530,212,3772,6131,164,4222,218391,47193,85397,225586,34398,90801,"13.9%","18.2%","12.9%","11.1%"
46,2012,"SD",172,9,146,274,11,186,3354,103,3324,5708,89,3714,951,20,1662,1225,28,1637,24178,1633,17500,22887,1039,17916,5069,226,3910,6950,169,4390,220112,47068,85226,227765,34800,90408,"13.4%","17.5%","12.5%","10.0%"
46,2013,"SD",200,10,174,305,12,211,3562,116,3468,6116,104,3902,1010,29,1929,1268,24,1874,24592,1701,17573,23362,1063,18003,5417,238,4134,7234,182,4521,221697,47501,85442,229566,35667,90544,"14.2%","18.6%","13.3%","10.1%"
46,2014,"SD",204,16,181,298,12,223,3593,126,3675,6300,110,4069,1053,32,2065,1299,27,2143,24906,1780,17723,23630,1105,18121,5573,248,4314,7438,200,4623,222868,47975,85591,230971,36412,90766,"14.2%","18.0%","13.5%","10.6%"
46,2015,"SD",219,12,202,306,13,251,3716,145,3877,6559,111,4292,1102,38,2245,1316,29,2329,25334,1846,17869,23995,1146,18389,5654,258,4434,7612,213,4739,223591,48192,85346,231757,36916,90610,"13.7%","18.1%","20.5%","17.2%"
46,2016,"SD",226,14,228,308,16,258,4231,158,4237,7262,117,4647,1142,42,2435,1390,35,2614,26033,1894,18178,24534,1179,18638,5962,271,4701,8004,233,4926,224703,48315,85442,233086,37513,90721,"13.3%","16.9%","18.6%","16.2%"
46,2017,"SD",240,19,234,337,19,285,4742,180,4516,7846,139,5005,1172,46,2674,1459,39,2719,26616,1990,18379,24964,1265,18888,6499,290,5050,8664,254,5290,225067,49506,85671,233562,39121,90985,"13.0%","16.6%","17.3%","16.4%"
46,2018,"SD",249,15,246,360,19,310,4915,199,4599,8081,165,5107,1215,52,2872,1523,42,2953,26764,2070,18263,25132,1326,18731,6871,314,5298,8990,289,5380,225335,50679,85881,233472,40773,90896,"13.1%","16.4%","12.9%","9.0%"
46,2019,"SD",258,19,268,396,21,332,5236,218,4751,8396,196,5290,1247,54,2891,1548,48,2953,27138,2173,18169,25492,1392,18737,7288,343,5430,9356,318,5618,225726,52172,86172,233942,42597,90942,"11.9%","15.0%","11.9%","7.7%"
47,2010,"TN",4643,202,4025,5244,118,4100,359086,36118,177231,309385,20037,180790,3968,70,3174,5585,57,3454,42701,2516,17281,38110,1903,17030,64399,2173,49921,84299,1783,53904,1622880,300578,566610,1565779,210709,595655,"17.7%","25.7%","16.4%","9.7%"
47,2011,"TN",4714,211,4458,5328,130,4533,365717,36867,175907,315824,20594,179840,4026,82,3496,5707,67,3690,44618,2786,17855,39906,2124,17486,66257,2327,51897,85141,1942,55495,1633825,305267,560706,1574787,216813,589875,"18.3%","26.3%","16.9%","10.7%"
47,2012,"TN",4911,226,4772,5408,146,4914,372977,37743,174944,324183,21164,179270,4081,87,3807,5856,82,3979,46436,3086,18231,41639,2379,17928,68890,2526,54018,86610,2099,56993,1642631,311262,557557,1584327,224257,586333,"17.9%","25.8%","16.8%","10.0%"
47,2013,"TN",4940,219,5164,5379,155,5340,378241,38821,173854,329801,21947,178066,4196,99,4079,5898,84,4260,48161,3372,18694,43295,2646,18251,70808,2785,55558,87485,2280,58640,1645652,319220,555224,1587527,233844,582958,"17.8%","26.5%","16.4%","9.7%"
47,2014,"TN",5143,230,5601,5525,147,5849,383385,39833,173000,335693,22832,176989,4268,111,4459,5955,96,4535,49637,3688,19086,44494,2909,18721,73207,3037,57034,88801,2506,60387,1651507,326418,552889,1593219,242153,581273,"18.3%","26.2%","17.4%","10.1%"
47,2015,"TN",5253,233,5813,5597,152,6125,388215,41002,172590,340452,23845,176304,4359,121,4756,6019,102,4862,51352,4057,19536,46020,3226,19330,75807,3324,58948,90877,2770,62326,1658639,332478,551914,1599676,249429,579845,"16.7%","24.2%","28.0%","22.8%"
47,2016,"TN",5398,240,6227,5701,162,6429,392904,42130,172528,344368,24792,175800,4439,132,5040,6084,121,5108,53039,4381,20111,47564,3497,19802,78310,3624,61326,93001,3014,64680,1667126,338760,551098,1609007,256325,579009,"15.8%","22.6%","25.9%","21.4%"
47,2017,"TN",5597,241,6675,5849,177,6806,397121,44056,172267,348640,26465,175662,4608,147,5428,6134,129,5531,54953,4820,20529,49535,3811,20337,81628,3991,63781,96470,3364,67340,1668020,353573,550571,1610991,270980,578521,"15.0%","21.2%","23.7%","20.3%"
47,2018,"TN",5812,263,6911,6091,197,7029,400852,46316,171972,352463,28066,175196,4800,152,5729,6204,139,5823,57208,5284,21055,51745,4225,20889,85351,4308,66430,99794,3710,69980,1672586,365745,550096,1615189,282913,577657,"15.3%","22.3%","14.4%","9.2%"
47,2019,"TN",6058,294,7083,6253,214,7275,403734,48742,171648,354700,29856,174797,4951,181,5968,6322,155,6076,58418,5704,21229,52946,4569,21315,88732,4671,68401,102732,4039,72064,1677138,377855,547622,1619409,294047,575127,"13.9%","19.7%","12.9%","9.7%"
48,2010,"TX",47485,1597,46482,44248,1071,47347,983194,90296,469475,895835,54431,489002,67334,2863,50917,74271,2092,52562,398314,26073,153197,369524,20572,159247,2610344,202347,1696279,2653953,142550,1773024,3864572,699394,1311584,3838205,517632,1384584,"17.9%","25.7%","15.6%","10.7%"
48,2011,"TX",49895,1712,47979,46599,1142,48999,1007191,92984,470973,919702,56480,491312,70120,3102,50990,77301,2279,52418,415577,28522,158028,385451,22804,164173,2685769,211065,1722045,2727965,149089,1796547,3893696,710907,1305276,3865384,531743,1380285,"18.5%","26.6%","16.1%","11.4%"
48,2012,"TX",52358,1841,49680,49296,1214,50841,1035515,95776,473896,948894,58842,493574,72850,3361,51075,80351,2491,52719,435528,31343,164122,404926,25203,170599,2761900,219820,1741470,2806544,155909,1813828,3921683,725531,1303996,3900478,547764,1378902,"17.9%","25.8%","15.6%","11.6%"
48,2013,"TX",54641,2012,51551,51819,1341,52547,1061472,99038,477364,976114,61531,496604,75346,3638,51534,83346,2712,53060,455885,34387,171198,424200,27906,178247,2830615,229478,1761340,2879744,163741,1830166,3929505,743640,1304885,3912575,567954,1378510,"17.5%","25.0%","15.5%","11.0%"
48,2014,"TX",57407,2143,53441,54701,1455,54781,1091206,102829,483203,1005790,64158,502020,78228,3972,52034,86159,2966,53688,482215,37720,180018,449003,30825,187540,2903388,240094,1783368,2957078,172279,1852178,3951414,762933,1311551,3939505,587188,1384614,"17.2%","24.6%","15.1%","10.9%"
48,2015,"TX",60128,2298,55545,57971,1556,56900,1121635,107065,490838,1036239,67092,509363,81209,4312,52687,89242,3268,54123,509604,41391,189520,474645,34025,197382,2978644,251584,1808172,3039885,181818,1876981,3973073,779313,1318799,3967299,603741,1391184,"15.9%","23.0%","24.9%","22.3%"
48,2016,"TX",62949,2497,57680,60764,1680,59260,1150294,111133,498855,1064278,69920,517224,83854,4659,53272,91972,3588,54746,533422,45082,197826,497076,37329,205783,3052027,263843,1830549,3118042,191847,1899032,3985936,794208,1320751,3980807,619466,1392413,"15.6%","22.4%","24.3%","21.7%"
48,2017,"TX",65948,2658,59419,63594,1879,61235,1175003,117090,505989,1089193,74385,524246,86611,5039,53746,94716,3994,55186,554663,49663,204755,516507,41330,213353,3115908,278850,1845390,3185412,204180,1914512,3968865,830565,1317864,3965620,654525,1389131,"14.7%","20.9%","22.8%","20.2%"
48,2018,"TX",68943,2894,61145,66573,2065,63070,1198082,123605,512137,1110494,79296,530195,89223,5453,54231,97535,4418,55690,570864,54480,210352,530845,45335,218854,3178991,293979,1855011,3249813,216952,1923283,3958232,858339,1313365,3956487,680737,1383596,"14.9%","21.1%","13.0%","11.1%"
48,2019,"TX",71946,3092,62783,69392,2295,64771,1221696,130571,518803,1133280,84304,535446,91952,5819,55957,100086,4861,57565,587101,59598,215338,546747,49390,224306,3245789,309069,1864459,3319712,229733,1932056,3956720,882587,1308623,3957377,705045,1378525,"13.6%","19.2%","11.9%","10.6%"
49,2010,"UT",2194,44,2156,2534,33,2234,6639,379,7460,10293,312,8416,5363,145,5060,6264,143,5302,38198,2393,20379,35066,1692,21038,85807,3784,69859,93221,2858,73486,676355,88692,366360,677822,70594,382838,"13.2%","15.7%","12.9%","6.0%"
49,2011,"UT",2247,46,2164,2648,33,2295,7109,390,7453,10704,322,8473,5544,147,5373,6406,145,5559,39678,2541,20521,36412,1765,21128,88303,4041,70774,95574,3028,74162,687482,90487,366448,687781,72741,384873,"13.5%","15.9%","13.6%","5.3%"
49,2012,"UT",2318,54,2207,2750,39,2348,7616,391,7655,11267,329,8575,5741,155,5721,6636,167,5983,41401,2705,20858,38294,1870,21441,90763,4275,70957,97931,3212,74434,696911,92459,367158,697993,75155,386377,"12.8%","15.1%","12.6%","6.8%"
49,2013,"UT",2427,57,2258,2855,40,2427,7973,421,7827,11807,341,8709,6023,158,6117,6843,178,6374,42917,2845,21044,39856,1973,21722,93559,4491,72063,100239,3455,75398,705345,95513,370020,707502,78327,389669,"12.7%","14.8%","12.5%","7.2%"
49,2014,"UT",2482,59,2329,2935,49,2488,8314,440,7883,12353,356,8805,6200,178,6356,7048,190,6577,44599,3036,21272,41400,2094,22059,96451,4795,72726,102638,3716,76265,713262,98519,371636,716224,81277,391316,"11.7%","13.3%","11.8%","6.7%"
49,2015,"UT",2566,64,2358,2990,54,2519,8674,453,7989,12994,370,8919,6417,199,6584,7372,205,6835,46043,3236,21569,43172,2246,22320,99618,5115,74097,106104,3977,77486,722446,101060,373896,726595,83812,393272,"11.3%","12.9%","15.1%","12.0%"
49,2016,"UT",2704,66,2454,3138,56,2611,9256,462,8355,13954,393,9215,6752,227,6770,7632,221,7038,48343,3449,22099,45274,2363,22793,103778,5549,75682,110460,4315,79103,735213,103526,377219,740094,86433,397244,"10.2%","11.1%","13.0%","10.3%"
49,2017,"UT",2828,68,2591,3260,64,2672,9948,489,8692,14978,446,9482,7078,257,7064,8015,240,7287,50512,3685,22645,47467,2562,23363,108119,6060,77274,115390,4666,80817,745708,108669,378875,751193,91541,399535,"9.7%","10.7%","12.5%","10.0%"
49,2018,"UT",2975,78,2689,3446,69,2725,10413,515,9026,15781,483,9642,7410,280,7350,8331,267,7503,52328,3939,22954,49325,2800,23636,112145,6550,78622,119757,5028,82001,756031,113302,379552,762382,96161,399657,"9.0%","9.5%","9.3%","6.1%"
49,2019,"UT",3120,87,2846,3583,73,2848,10999,560,9243,16607,544,9807,7668,313,7589,8592,289,7786,53866,4261,23413,50752,3054,24085,115763,6999,79708,123497,5411,82947,766548,118359,378503,774019,100995,398649,"8.9%","9.9%","8.9%","6.2%"
5,2010,"AR",1638,69,1595,1921,54,1664,147179,16227,78130,129821,9422,79705,2312,51,1922,2898,46,2093,23150,1370,10438,20979,994,10468,42333,1281,36308,51521,1176,38570,714619,148209,260442,700109,108971,274313,"18.8%","27.6%","17.3%","10.2%"
5,2011,"AR",1676,55,1566,2013,55,1702,149377,16384,77427,132013,9571,79142,2410,54,1950,3001,47,2048,24405,1490,10691,22281,1087,10648,43824,1407,37484,53347,1258,39507,717886,149976,258565,702938,111225,272528,"19.5%","28.1%","18.1%","10.5%"
5,2012,"AR",1757,59,1611,2089,57,1753,151112,16519,76684,133338,9869,78549,2502,62,2002,3059,50,2055,25647,1635,10874,23682,1190,11190,45378,1522,38413,54788,1347,40256,718016,152092,256524,702579,113851,270765,"19.8%","28.5%","18.5%","10.9%"
5,2013,"AR",1802,61,1629,2155,63,1760,152890,16684,76066,135028,10151,78010,2610,75,2014,3136,54,2019,26127,1792,11021,24180,1307,11428,47070,1659,39039,55966,1463,40841,716088,155063,254881,700577,116961,268789,"19.7%","29.0%","18.2%","10.5%"
5,2014,"AR",1823,64,1672,2225,62,1768,154375,16958,75484,136428,10492,77604,2704,71,2081,3172,61,2072,26836,1928,11365,24788,1470,11700,48529,1820,39523,57044,1591,41396,714151,158055,253370,698896,119969,267212,"18.9%","26.4%","18.0%","10.6%"
5,2015,"AR",1846,66,1715,2294,75,1777,155669,17454,75311,137923,10986,77439,2781,76,2174,3219,73,2199,27579,2109,11655,25540,1605,12134,50144,1989,40212,58503,1717,41936,712746,160198,252092,697802,122462,266232,"19.1%","27.2%","31.8%","25.5%"
5,2016,"AR",1940,81,1816,2345,89,1902,156978,17792,75204,139178,11356,77351,2873,85,2285,3339,72,2383,28458,2286,12053,26860,1734,12564,51711,2179,40795,59886,1909,42694,712292,162133,250888,696909,124523,264872,"17.2%","23.8%","27.5%","22.5%"
5,2017,"AR",2015,90,1933,2439,92,2017,157780,18402,75095,139861,11900,76987,2998,98,2517,3421,78,2574,29236,2480,12387,27660,1935,12995,53589,2393,41576,61643,2111,43494,708280,167949,249130,693058,130103,263539,"16.4%","22.5%","24.5%","21.7%"
5,2018,"AR",2087,84,2027,2520,95,2111,158729,19126,74775,139947,12596,76819,3072,106,2680,3499,101,2722,29538,2710,12661,28027,2124,13173,55437,2631,42070,63036,2312,44042,705441,172252,247645,689807,134216,261943,"17.2%","24.7%","16.3%","10.2%"
5,2019,"AR",2133,106,2121,2557,107,2234,159367,19993,74356,140400,13339,76492,3175,110,2732,3610,116,2805,30060,2945,12804,28679,2306,13348,57311,2847,42629,64782,2536,44628,702713,176840,245834,687042,137925,260003,"16.2%","22.1%","15.5%","10.5%"
50,2010,"VT",157,4,134,182,6,159,1722,97,1746,2366,78,1857,148,1,101,143,4,98,4062,198,1871,3373,154,1645,2349,204,1546,2401,144,1510,200337,35346,67600,196616,25696,71831,"12.7%","16.7%","12.8%","6.8%"
